,country,date,model,precede,preValue
43149,4,2020-11-16,l2,19,1452532.1763270942
244420,4,2020-11-16,sjka,16,1406827.0
43294,4,2020-11-16,l2,14,1393195.3056029966
244362,4,2020-11-16,sjka,18,1415394.0
244884,4,2020-11-16,sjka,0,1397500.0
244797,4,2020-11-16,sjka,3,1386085.0
43352,4,2020-11-16,l2,12,1359033.423637897
244333,4,2020-11-16,sjka,19,1405245.0
244855,4,2020-11-16,sjka,1,1397107.0
43323,4,2020-11-16,l2,13,1373601.662520985
244768,4,2020-11-16,sjka,4,1369531.0
43207,4,2020-11-16,l2,17,1467409.229211216
43265,4,2020-11-16,l2,15,1399566.458637244
43236,4,2020-11-16,l2,16,1470003.89429453
131214,4,2020-11-16,l3,0,1399251.7127056208
244391,4,2020-11-16,sjka,17,1407435.0
131156,4,2020-11-16,l3,2,1395739.1582186753
244565,4,2020-11-16,sjka,11,1365043.0
43004,4,2020-11-16,l2,24,1424529.735511024
43033,4,2020-11-16,l2,23,1421272.7749513015
42975,4,2020-11-16,l2,25,1404175.7111573983
42946,4,2020-11-16,l2,26,1439755.9339631717
244623,4,2020-11-16,sjka,9,1370799.0
244652,4,2020-11-16,sjka,8,1378279.0
244594,4,2020-11-16,sjka,10,1370657.0
131185,4,2020-11-16,l3,1,1398608.7333772986
244681,4,2020-11-16,sjka,7,1370053.0
42917,4,2020-11-16,l2,27,1373672.2558856618
244710,4,2020-11-16,sjka,6,1370003.0
244478,4,2020-11-16,sjka,14,1380243.0
43091,4,2020-11-16,l2,21,1553163.773014977
42859,4,2020-11-16,l2,29,1380514.6354973707
42888,4,2020-11-16,l2,28,1352028.3192870235
43120,4,2020-11-16,l2,20,1449026.5176549077
244536,4,2020-11-16,sjka,12,1344045.0
43062,4,2020-11-16,l2,22,1450335.7219569916
244507,4,2020-11-16,sjka,13,1346389.0
130460,4,2020-11-16,l3,26,1514460.327873298
130924,4,2020-11-16,l3,10,1414098.394856819
244043,4,2020-11-16,sjka,29,1197811.0
43381,4,2020-11-16,l2,11,1370071.3705770036
130431,4,2020-11-16,l3,27,1517149.9193457414
43410,4,2020-11-16,l2,10,1377333.6162216703
244072,4,2020-11-16,sjka,28,1197240.0
130866,4,2020-11-16,l3,12,1433241.7795741411
187842,4,2020-11-16,lanl,8,1464127.11
187869,4,2020-11-16,lanl,5,1421152.38
130895,4,2020-11-16,l3,11,1420045.0842944088
187895,4,2020-11-16,lanl,1,1434903.59
244101,4,2020-11-16,sjka,27,1201378.0
43526,4,2020-11-16,l2,6,1355475.1898577265
244159,4,2020-11-16,sjka,25,1373518.0
43497,4,2020-11-16,l2,7,1359855.0141128036
130373,4,2020-11-16,l3,29,1530502.6902039412
43584,4,2020-11-16,l2,4,1357023.8341999266
244188,4,2020-11-16,sjka,24,1362238.0
43555,4,2020-11-16,l2,5,1353543.0500530123
43468,4,2020-11-16,l2,8,1375879.6698350995
244130,4,2020-11-16,sjka,26,1263596.0
130402,4,2020-11-16,l3,28,1521640.1230737146
43439,4,2020-11-16,l2,9,1377782.4904800246
130605,4,2020-11-16,l3,21,1576924.0001353018
187683,4,2020-11-16,lanl,29,1796804.80988788
130634,4,2020-11-16,l3,20,1568517.8222752947
187710,4,2020-11-16,lanl,26,2457134.23605269
130663,4,2020-11-16,l3,19,1542987.4536927207
130489,4,2020-11-16,l3,25,1539147.8698469233
130576,4,2020-11-16,l3,22,1580220.755003621
130547,4,2020-11-16,l3,23,1568861.7295110535
130518,4,2020-11-16,l3,24,1557334.3979429551
130779,4,2020-11-16,l3,15,1503899.766994015
130750,4,2020-11-16,l3,16,1513339.2217967624
187789,4,2020-11-16,lanl,15,1614794.09
130837,4,2020-11-16,l3,13,1465037.377939225
187816,4,2020-11-16,lanl,12,1503665.04
244826,4,2020-11-16,sjka,2,1393481.0
130808,4,2020-11-16,l3,14,1496416.755836452
130692,4,2020-11-16,l3,18,1518918.0923270856
187736,4,2020-11-16,lanl,22,1726473.28208855
187763,4,2020-11-16,lanl,19,1678173.5
130721,4,2020-11-16,l3,17,1514191.2512350704
131040,4,2020-11-16,l3,6,1406117.929627231
131069,4,2020-11-16,l3,5,1391803.9728772426
244246,4,2020-11-16,sjka,22,1401436.0
244275,4,2020-11-16,sjka,21,1395878.0
131011,4,2020-11-16,l3,7,1412199.5992352024
130982,4,2020-11-16,l3,8,1416339.1848656952
131127,4,2020-11-16,l3,3,1389764.4768149743
244304,4,2020-11-16,sjka,20,1397189.0
131098,4,2020-11-16,l3,4,1383520.47171354
43642,4,2020-11-16,l2,2,1394781.2375944278
244217,4,2020-11-16,sjka,23,1366883.0
43671,4,2020-11-16,l2,1,1398840.1712846344
130953,4,2020-11-16,l3,9,1414074.3971560455
43700,4,2020-11-16,l2,0,1398243.7123071535
43613,4,2020-11-16,l2,3,1388185.7502961855
130490,4,2020-11-17,l3,26,1579398.3298101805
43730,4,2020-11-17,l2,0,1418633.0982132603
187711,4,2020-11-17,lanl,27,2563840.33322873
43701,4,2020-11-17,l2,1,1423589.8629563178
43527,4,2020-11-17,l2,7,1373275.3048576915
43063,4,2020-11-17,l2,23,1480255.0929405943
130664,4,2020-11-17,l3,20,1583176.274207812
43266,4,2020-11-17,l2,16,1422858.1173383647
131215,4,2020-11-17,l3,1,1427204.705431196
130693,4,2020-11-17,l3,19,1557346.1215944246
42889,4,2020-11-17,l2,29,1376968.6055829928
187737,4,2020-11-17,lanl,23,1779491.82367567
43237,4,2020-11-17,l2,17,1501695.6965296485
43498,4,2020-11-17,l2,8,1378456.6814884609
43121,4,2020-11-17,l2,21,1478640.0900513758
131099,4,2020-11-17,l3,5,1409300.9074632607
43092,4,2020-11-17,l2,22,1593781.3606665165
43643,4,2020-11-17,l2,3,1419160.9349635737
130519,4,2020-11-17,l3,25,1598642.7326100646
130548,4,2020-11-17,l3,24,1610867.0949679797
43585,4,2020-11-17,l2,5,1374267.847611704
43614,4,2020-11-17,l2,4,1411267.822546205
130606,4,2020-11-17,l3,22,1619441.1052159122
130635,4,2020-11-17,l3,21,1610509.970304949
43324,4,2020-11-17,l2,14,1394895.189572445
43556,4,2020-11-17,l2,6,1371089.9532879286
130577,4,2020-11-17,l3,23,1622936.7360505748
43295,4,2020-11-17,l2,15,1415796.6075927198
43672,4,2020-11-17,l2,2,1424324.8368849766
131128,4,2020-11-17,l3,4,1416307.4223531662
130896,4,2020-11-17,l3,12,1450316.811326043
43034,4,2020-11-17,l2,24,1448960.9075112415
131012,4,2020-11-17,l3,8,1441644.4639021212
42976,4,2020-11-17,l2,26,1430603.472872989
187896,4,2020-11-17,lanl,2,1470825.4
130867,4,2020-11-17,l3,13,1464718.2912461697
43353,4,2020-11-17,l2,13,1379081.3879776448
187870,4,2020-11-17,lanl,6,1452418.86
131186,4,2020-11-17,l3,2,1426464.325631389
43179,4,2020-11-17,l2,19,1514766.861361627
131244,4,2020-11-17,l3,0,1425352.4842438651
130983,4,2020-11-17,l3,9,1446190.0228489377
43005,4,2020-11-17,l2,25,1452462.8381266568
130432,4,2020-11-17,l3,28,1556176.1986673314
43150,4,2020-11-17,l2,20,1482470.484155856
43411,4,2020-11-17,l2,11,1399115.0468708985
130461,4,2020-11-17,l3,27,1553291.7105020976
187843,4,2020-11-17,lanl,9,1499317.59
43382,4,2020-11-17,l2,12,1391029.8029094837
130925,4,2020-11-17,l3,11,1443759.723690438
131070,4,2020-11-17,l3,6,1418783.2479487078
131157,4,2020-11-17,l3,3,1423170.69880892
43469,4,2020-11-17,l2,9,1396931.4695786573
130780,4,2020-11-17,l3,16,1541194.3299414683
187790,4,2020-11-17,lanl,16,1662977.54
130722,4,2020-11-17,l3,18,1552265.6524592028
187764,4,2020-11-17,lanl,20,1732719.45
42918,4,2020-11-17,l2,28,1400130.2561968726
130751,4,2020-11-17,l3,17,1551343.5964312828
130954,4,2020-11-17,l3,10,1443710.9401465526
130403,4,2020-11-17,l3,29,1560912.6311892625
43440,4,2020-11-17,l2,10,1399616.2579457357
42947,4,2020-11-17,l2,27,1471051.6460511964
130838,4,2020-11-17,l3,14,1499207.1224241515
130809,4,2020-11-17,l3,15,1533152.154201138
43208,4,2020-11-17,l2,18,1498833.6599617165
187817,4,2020-11-17,lanl,13,1544321.52
131041,4,2020-11-17,l3,7,1434927.763892514
244740,4,2020-11-17,sjka,6,1388301.0
244276,4,2020-11-17,sjka,22,1419972.0
244711,4,2020-11-17,sjka,7,1391130.0
244682,4,2020-11-17,sjka,8,1391016.0
244160,4,2020-11-17,sjka,26,1396588.0
244827,4,2020-11-17,sjka,3,1417462.0
244798,4,2020-11-17,sjka,4,1408857.0
244421,4,2020-11-17,sjka,17,1431115.0
244769,4,2020-11-17,sjka,5,1390809.0
244131,4,2020-11-17,sjka,27,1280012.0
244247,4,2020-11-17,sjka,23,1425800.0
244566,4,2020-11-17,sjka,12,1385560.0
244479,4,2020-11-17,sjka,15,1402154.0
244218,4,2020-11-17,sjka,24,1389265.0
244508,4,2020-11-17,sjka,14,1364449.0
244537,4,2020-11-17,sjka,13,1362163.0
244595,4,2020-11-17,sjka,11,1391878.0
244450,4,2020-11-17,sjka,16,1368472.0
244653,4,2020-11-17,sjka,9,1400143.0
244189,4,2020-11-17,sjka,25,1384404.0
244624,4,2020-11-17,sjka,10,1391943.0
244856,4,2020-11-17,sjka,2,1421605.0
244305,4,2020-11-17,sjka,21,1421391.0
244363,4,2020-11-17,sjka,19,1440542.0
244334,4,2020-11-17,sjka,20,1429889.0
244392,4,2020-11-17,sjka,18,1431928.0
244885,4,2020-11-17,sjka,1,1422036.0
244102,4,2020-11-17,sjka,28,1214729.0
244914,4,2020-11-17,sjka,0,1418819.0
244073,4,2020-11-17,sjka,29,1210689.0
244509,4,2020-11-18,sjka,15,1382066.0
244480,4,2020-11-18,sjka,16,1423853.0
244364,4,2020-11-18,sjka,20,1465555.0
244335,4,2020-11-18,sjka,21,1454396.0
244393,4,2020-11-18,sjka,19,1456271.0
244422,4,2020-11-18,sjka,18,1455246.0
244451,4,2020-11-18,sjka,17,1386084.0
244915,4,2020-11-18,sjka,1,1443222.0
244944,4,2020-11-18,sjka,0,1438641.0
43035,4,2020-11-18,l2,25,1476850.5334742223
43064,4,2020-11-18,l2,24,1510486.2185260728
244799,4,2020-11-18,sjka,5,1431474.0
43093,4,2020-11-18,l2,23,1635436.4665832927
244828,4,2020-11-18,sjka,4,1441286.0
244857,4,2020-11-18,sjka,3,1445960.0
244886,4,2020-11-18,sjka,2,1446427.0
42948,4,2020-11-18,l2,28,1502825.2687954505
42919,4,2020-11-18,l2,29,1426826.417600929
43006,4,2020-11-18,l2,26,1480609.1160806876
42977,4,2020-11-18,l2,27,1457174.503307925
244770,4,2020-11-18,sjka,6,1411852.0
244596,4,2020-11-18,sjka,12,1412854.0
43267,4,2020-11-18,l2,17,1445916.8962981082
244625,4,2020-11-18,sjka,11,1412836.0
43296,4,2020-11-18,l2,16,1438125.524679143
244567,4,2020-11-18,sjka,13,1405774.0
43238,4,2020-11-18,l2,18,1533757.9141948277
244538,4,2020-11-18,sjka,14,1379842.0
43325,4,2020-11-18,l2,15,1415893.3051182425
43354,4,2020-11-18,l2,14,1398788.7348320154
43151,4,2020-11-18,l2,21,1512661.6136429936
244712,4,2020-11-18,sjka,8,1412013.0
244741,4,2020-11-18,sjka,7,1409022.0
43122,4,2020-11-18,l2,22,1508486.5437381077
244654,4,2020-11-18,sjka,10,1421782.0
43209,4,2020-11-18,l2,19,1530610.1146993202
244683,4,2020-11-18,sjka,9,1411721.0
43180,4,2020-11-18,l2,20,1548117.2076069182
131216,4,2020-11-18,l3,2,1455716.117914432
131071,4,2020-11-18,l3,7,1446285.499888731
131042,4,2020-11-18,l3,8,1464327.8804754496
131013,4,2020-11-18,l3,9,1471703.2644855508
131129,4,2020-11-18,l3,5,1443357.3084338722
131100,4,2020-11-18,l3,6,1435561.7342740714
131158,4,2020-11-18,l3,4,1451141.3726711108
131245,4,2020-11-18,l3,1,1453601.4035636522
131187,4,2020-11-18,l3,3,1454874.7078001346
130984,4,2020-11-18,l3,10,1476669.9986388746
187712,4,2020-11-18,lanl,28,2652929.70313711
130491,4,2020-11-18,l3,27,1620701.3848872727
187738,4,2020-11-18,lanl,24,1826967.09965237
187765,4,2020-11-18,lanl,21,1786136.52
130520,4,2020-11-18,l3,26,1641046.7719088858
130607,4,2020-11-18,l3,23,1663104.5586457637
130578,4,2020-11-18,l3,24,1666807.4007270513
130549,4,2020-11-18,l3,25,1653997.1297912374
130636,4,2020-11-18,l3,22,1653626.3264698873
130433,4,2020-11-18,l3,29,1596206.3672277147
187791,4,2020-11-18,lanl,17,1708943.11
187818,4,2020-11-18,lanl,14,1584753.97
187844,4,2020-11-18,lanl,10,1532394.16
187897,4,2020-11-18,lanl,3,1510779.07
187924,4,2020-11-18,lanl,0,1465582.09
130462,4,2020-11-18,l3,28,1593118.7456739924
187871,4,2020-11-18,lanl,7,1482133.05
43557,4,2020-11-18,l2,7,1388064.2081405758
43528,4,2020-11-18,l2,8,1390515.0035418414
43499,4,2020-11-18,l2,9,1396553.161765317
43470,4,2020-11-18,l2,10,1417640.4880670733
43441,4,2020-11-18,l2,11,1421187.650059444
43412,4,2020-11-18,l2,12,1420631.0582149248
43586,4,2020-11-18,l2,6,1390726.112269042
130955,4,2020-11-18,l3,11,1473968.6135968107
43760,4,2020-11-18,l2,0,1438411.5161798715
43731,4,2020-11-18,l2,1,1442800.719050041
43702,4,2020-11-18,l2,2,1448896.641383543
43673,4,2020-11-18,l2,3,1449786.443442881
131274,4,2020-11-18,l3,0,1448332.3611857546
43644,4,2020-11-18,l2,4,1443386.8264966314
43615,4,2020-11-18,l2,5,1434064.0628303203
130926,4,2020-11-18,l3,12,1474043.2117962658
130781,4,2020-11-18,l3,17,1579413.744701501
130752,4,2020-11-18,l3,18,1590302.3720821503
130723,4,2020-11-18,l3,19,1591297.436066435
130694,4,2020-11-18,l3,20,1596746.3648612094
130665,4,2020-11-18,l3,21,1624411.8571515477
43383,4,2020-11-18,l2,13,1411676.8229911083
130897,4,2020-11-18,l3,13,1481233.8541068828
130868,4,2020-11-18,l3,14,1496886.0825063037
130839,4,2020-11-18,l3,15,1534173.8236664594
130810,4,2020-11-18,l3,16,1570789.3665075274
244132,4,2020-11-18,sjka,28,1296133.0
244103,4,2020-11-18,sjka,29,1227768.0
244161,4,2020-11-18,sjka,27,1419518.0
244190,4,2020-11-18,sjka,26,1406415.0
244219,4,2020-11-18,sjka,25,1411492.0
244306,4,2020-11-18,sjka,22,1445455.0
244248,4,2020-11-18,sjka,24,1450029.0
244277,4,2020-11-18,sjka,23,1443929.0
130666,4,2020-11-19,l3,22,1666721.4666129935
130695,4,2020-11-19,l3,21,1637143.4187585637
130637,4,2020-11-19,l3,23,1697896.987918998
130869,4,2020-11-19,l3,15,1529760.3350707984
130840,4,2020-11-19,l3,16,1569956.0694572695
43384,4,2020-11-19,l2,14,1431993.9607774783
130898,4,2020-11-19,l3,14,1512809.9691172163
130724,4,2020-11-19,l3,20,1631310.6754761247
130753,4,2020-11-19,l3,19,1630239.5165506713
130608,4,2020-11-19,l3,24,1707945.268327342
130811,4,2020-11-19,l3,17,1609350.5313037692
130782,4,2020-11-19,l3,18,1618580.946276098
187792,4,2020-11-19,lanl,18,1750255.61
187766,4,2020-11-19,lanl,22,1833951.34
187739,4,2020-11-19,lanl,25,1888258.0708604
187898,4,2020-11-19,lanl,4,1548356.5
187925,4,2020-11-19,lanl,1,1497066.38
130463,4,2020-11-19,l3,29,1633966.9623276782
187872,4,2020-11-19,lanl,8,1510535.0
187819,4,2020-11-19,lanl,15,1620528.83
187845,4,2020-11-19,lanl,11,1563670.83
130550,4,2020-11-19,l3,26,1698281.9463526586
130579,4,2020-11-19,l3,25,1711863.9620416642
187713,4,2020-11-19,lanl,29,2730841.28320874
130492,4,2020-11-19,l3,28,1663084.5616325473
130521,4,2020-11-19,l3,27,1684575.5794327497
131188,4,2020-11-19,l3,4,1483850.9294367663
131159,4,2020-11-19,l3,5,1479661.775808195
130956,4,2020-11-19,l3,12,1504860.4353222975
43790,4,2020-11-19,l2,0,1457238.9991651597
43761,4,2020-11-19,l2,1,1462339.818526919
43732,4,2020-11-19,l2,2,1466771.052218036
43703,4,2020-11-19,l2,3,1474135.800090599
131246,4,2020-11-19,l3,2,1482410.1854097666
131014,4,2020-11-19,l3,10,1502388.8017680338
130985,4,2020-11-19,l3,11,1507792.37197649
43674,4,2020-11-19,l2,4,1475197.5308687647
43471,4,2020-11-19,l2,11,1437987.377340743
43442,4,2020-11-19,l2,12,1442477.370220285
131304,4,2020-11-19,l3,0,1463922.9235558158
43413,4,2020-11-19,l2,13,1441862.3906608757
43500,4,2020-11-19,l2,10,1414130.2056910722
43645,4,2020-11-19,l2,5,1467427.557654674
131275,4,2020-11-19,l3,1,1476062.5714399256
43616,4,2020-11-19,l2,6,1456539.8106296232
43587,4,2020-11-19,l2,7,1406378.918363575
43558,4,2020-11-19,l2,8,1404455.4048318018
43529,4,2020-11-19,l2,9,1407182.8893401537
130927,4,2020-11-19,l3,13,1504961.9092356188
131130,4,2020-11-19,l3,6,1470923.817053888
131217,4,2020-11-19,l3,3,1484797.1057632037
131072,4,2020-11-19,l3,8,1474320.8662864182
131043,4,2020-11-19,l3,9,1494330.37362175
131101,4,2020-11-19,l3,7,1462311.9037235866
244568,4,2020-11-19,sjka,14,1425672.0
244539,4,2020-11-19,sjka,15,1397075.0
244626,4,2020-11-19,sjka,12,1433465.0
43094,4,2020-11-19,l2,24,1678154.9028076525
43239,4,2020-11-19,l2,19,1566183.365692349
244597,4,2020-11-19,sjka,13,1433573.0
244191,4,2020-11-19,sjka,27,1428252.0
244220,4,2020-11-19,sjka,26,1433547.0
43297,4,2020-11-19,l2,17,1460160.7167372191
43065,4,2020-11-19,l2,25,1541023.8322994497
244481,4,2020-11-19,sjka,17,1445322.0
244249,4,2020-11-19,sjka,25,1474103.0
244510,4,2020-11-19,sjka,16,1399231.0
43268,4,2020-11-19,l2,18,1468721.0498949906
244829,4,2020-11-19,sjka,5,1464892.0
244800,4,2020-11-19,sjka,6,1453938.0
244771,4,2020-11-19,sjka,7,1432657.0
43181,4,2020-11-19,l2,21,1581917.1711568057
244742,4,2020-11-19,sjka,8,1429489.0
244887,4,2020-11-19,sjka,3,1470603.0
43152,4,2020-11-19,l2,22,1543094.1274445236
244945,4,2020-11-19,sjka,1,1462774.0
244858,4,2020-11-19,sjka,4,1470101.0
244974,4,2020-11-19,sjka,0,1458153.0
43210,4,2020-11-19,l2,20,1562730.6973144305
244684,4,2020-11-19,sjka,10,1432153.0
244162,4,2020-11-19,sjka,28,1442289.0
244655,4,2020-11-19,sjka,11,1443183.0
43123,4,2020-11-19,l2,23,1538553.832444164
244133,4,2020-11-19,sjka,29,1311948.0
244713,4,2020-11-19,sjka,9,1432640.0
244278,4,2020-11-19,sjka,24,1467728.0
43355,4,2020-11-19,l2,15,1418138.572730751
244394,4,2020-11-19,sjka,20,1480442.0
42949,4,2020-11-19,l2,29,1535078.6706928674
43036,4,2020-11-19,l2,26,1504933.9029937722
244423,4,2020-11-19,sjka,19,1479197.0
43007,4,2020-11-19,l2,27,1508961.0468909326
244336,4,2020-11-19,sjka,22,1478745.0
42978,4,2020-11-19,l2,28,1483880.065376733
244307,4,2020-11-19,sjka,23,1469360.0
244365,4,2020-11-19,sjka,21,1490410.0
244916,4,2020-11-19,sjka,2,1467446.0
244452,4,2020-11-19,sjka,18,1403233.0
43326,4,2020-11-19,l2,16,1436577.1246813403
131276,4,2020-11-20,l3,2,1504323.7127023018
43617,4,2020-11-20,l2,7,1478661.5450241957
131073,4,2020-11-20,l3,9,1502899.6812418848
43559,4,2020-11-20,l2,9,1420256.121129578
42979,4,2020-11-20,l2,29,1510711.326066197
130870,4,2020-11-20,l3,16,1563356.5640731163
244975,4,2020-11-20,sjka,1,1482277.0
131218,4,2020-11-20,l3,4,1514459.0474420886
244946,4,2020-11-20,sjka,2,1486750.0
130899,4,2020-11-20,l3,15,1545059.206090285
43588,4,2020-11-20,l2,8,1421213.9226924295
131102,4,2020-11-20,l3,8,1489560.5341925714
245004,4,2020-11-20,sjka,0,1480764.0
43530,4,2020-11-20,l2,10,1423270.4699024977
131247,4,2020-11-20,l3,3,1511789.9256420124
43443,4,2020-11-20,l2,13,1463467.0971123057
130957,4,2020-11-20,l3,13,1536399.6959692896
43733,4,2020-11-20,l2,3,1490510.5267321444
130986,4,2020-11-20,l3,12,1539570.6820657551
244917,4,2020-11-20,sjka,3,1491478.0
43472,4,2020-11-20,l2,12,1457954.216530365
43791,4,2020-11-20,l2,1,1480298.462932769
43646,4,2020-11-20,l2,6,1491252.045377171
131305,4,2020-11-20,l3,1,1489065.91862994
43675,4,2020-11-20,l2,5,1500530.2833189028
130928,4,2020-11-20,l3,14,1536529.1398005246
43820,4,2020-11-20,l2,0,1479915.1415956155
131044,4,2020-11-20,l3,10,1524947.58537513
43501,4,2020-11-20,l2,11,1431176.0570474458
43704,4,2020-11-20,l2,4,1499278.78690952
43414,4,2020-11-20,l2,14,1462790.7746992416
131015,4,2020-11-20,l3,11,1533714.143432988
43385,4,2020-11-20,l2,15,1451963.968800943
244453,4,2020-11-20,sjka,19,1419914.0
244250,4,2020-11-20,sjka,26,1498002.0
244511,4,2020-11-20,sjka,17,1415934.0
244482,4,2020-11-20,sjka,18,1466544.0
244424,4,2020-11-20,sjka,20,1502947.0
244337,4,2020-11-20,sjka,23,1502915.0
244366,4,2020-11-20,sjka,22,1515083.0
244308,4,2020-11-20,sjka,24,1493088.0
131160,4,2020-11-20,l3,6,1508742.7124745548
244279,4,2020-11-20,sjka,25,1491350.0
244395,4,2020-11-20,sjka,21,1504420.0
244743,4,2020-11-20,sjka,9,1449700.0
244714,4,2020-11-20,sjka,10,1453007.0
131131,4,2020-11-20,l3,7,1499016.815125308
244859,4,2020-11-20,sjka,5,1494007.0
244888,4,2020-11-20,sjka,4,1494544.0
244772,4,2020-11-20,sjka,8,1453221.0
244801,4,2020-11-20,sjka,7,1476250.0
244830,4,2020-11-20,sjka,6,1488266.0
131189,4,2020-11-20,l3,5,1513404.2601645342
244598,4,2020-11-20,sjka,14,1454036.0
244569,4,2020-11-20,sjka,15,1445244.0
244221,4,2020-11-20,sjka,27,1455414.0
244540,4,2020-11-20,sjka,16,1413855.0
244163,4,2020-11-20,sjka,29,1464883.0
244656,4,2020-11-20,sjka,12,1464342.0
244685,4,2020-11-20,sjka,11,1452308.0
244192,4,2020-11-20,sjka,28,1449901.0
244627,4,2020-11-20,sjka,13,1453828.0
43762,4,2020-11-20,l2,2,1486119.086767889
130551,4,2020-11-20,l3,27,1743752.4632654155
43298,4,2020-11-20,l2,18,1481881.902179773
130580,4,2020-11-20,l3,26,1758138.476742282
43124,4,2020-11-20,l2,24,1568829.5505291282
130638,4,2020-11-20,l3,24,1743352.8575579897
43327,4,2020-11-20,l2,17,1456928.9051533164
130667,4,2020-11-20,l3,23,1710133.0768046728
43095,4,2020-11-20,l2,25,1721963.1046600996
130609,4,2020-11-20,l3,25,1753994.9755035704
187873,4,2020-11-20,lanl,9,1540416.66
187767,4,2020-11-20,lanl,23,1885295.99
187899,4,2020-11-20,lanl,5,1586323.38
43182,4,2020-11-20,l2,22,1616162.5654114948
187926,4,2020-11-20,lanl,2,1528980.23
131334,4,2020-11-20,l3,0,1482413.9772999904
187740,4,2020-11-20,lanl,26,1937775.65040966
43240,4,2020-11-20,l2,20,1598964.4622939788
187820,4,2020-11-20,lanl,16,1656911.97
43211,4,2020-11-20,l2,21,1595187.1039303185
187793,4,2020-11-20,lanl,19,1792998.8
187846,4,2020-11-20,lanl,12,1596210.39
130522,4,2020-11-20,l3,28,1729258.9896875413
43269,4,2020-11-20,l2,19,1491249.695885839
130493,4,2020-11-20,l3,29,1706576.1064509235
43153,4,2020-11-20,l2,23,1573756.2135394504
43066,4,2020-11-20,l2,26,1571862.4631355647
43037,4,2020-11-20,l2,27,1533203.119530425
43356,4,2020-11-20,l2,16,1437115.3694990105
130783,4,2020-11-20,l3,19,1658719.4384224855
43008,4,2020-11-20,l2,28,1537510.9528910094
130696,4,2020-11-20,l3,22,1678562.5022026876
130812,4,2020-11-20,l3,18,1648858.3306152096
130725,4,2020-11-20,l3,21,1672330.0494347494
130754,4,2020-11-20,l3,20,1671179.599539752
130841,4,2020-11-20,l3,17,1606572.881119354
244338,4,2020-11-21,sjka,24,1526885.0
131190,4,2020-11-21,l3,6,1543546.1940597617
244570,4,2020-11-21,sjka,16,1464477.0
244193,4,2020-11-21,sjka,29,1471345.0
244541,4,2020-11-21,sjka,17,1430172.0
244367,4,2020-11-21,sjka,23,1539552.0
187847,4,2020-11-21,lanl,13,1626869.98
244657,4,2020-11-21,sjka,13,1485249.0
187821,4,2020-11-21,lanl,17,1693263.91
43212,4,2020-11-21,l2,22,1627970.6292247048
244309,4,2020-11-21,sjka,25,1516617.0
43241,4,2020-11-21,l2,21,1632093.212786889
244599,4,2020-11-21,sjka,15,1474226.0
187874,4,2020-11-21,lanl,10,1567675.4
244628,4,2020-11-21,sjka,14,1473914.0
131364,4,2020-11-21,l3,0,1500936.362014253
187900,4,2020-11-21,lanl,6,1620639.46
187927,4,2020-11-21,lanl,3,1557699.05
244251,4,2020-11-21,sjka,27,1521702.0
244454,4,2020-11-21,sjka,20,1436118.0
43357,4,2020-11-21,l2,17,1455704.995690114
244425,4,2020-11-21,sjka,21,1526475.0
43328,4,2020-11-21,l2,18,1476932.1053306602
131161,4,2020-11-21,l3,7,1538395.1992689369
244222,4,2020-11-21,sjka,28,1477077.0
43270,4,2020-11-21,l2,20,1513482.896447261
244483,4,2020-11-21,sjka,19,1487503.0
43299,4,2020-11-21,l2,19,1503269.936278697
244396,4,2020-11-21,sjka,22,1528183.0
244280,4,2020-11-21,sjka,26,1514773.0
244512,4,2020-11-21,sjka,18,1432169.0
43763,4,2020-11-21,l2,3,1509721.6173373195
43792,4,2020-11-21,l2,2,1503158.9294899886
43821,4,2020-11-21,l2,1,1502677.365468216
131248,4,2020-11-21,l3,4,1541751.9400279366
43850,4,2020-11-21,l2,0,1499225.8331042398
130639,4,2020-11-21,l3,25,1790025.6656210036
43618,4,2020-11-21,l2,8,1500397.1471840057
131277,4,2020-11-21,l3,3,1533125.9503388463
43647,4,2020-11-21,l2,7,1514829.6693315855
43705,4,2020-11-21,l2,5,1524296.8846370012
43734,4,2020-11-21,l2,4,1513986.037950175
130668,4,2020-11-21,l3,24,1754675.390558516
43676,4,2020-11-21,l2,6,1525756.6587113673
43067,4,2020-11-21,l2,27,1602996.4396197193
131016,4,2020-11-21,l3,12,1565692.629629684
130581,4,2020-11-21,l3,27,1805663.8681237
130610,4,2020-11-21,l3,26,1801286.2772263794
130958,4,2020-11-21,l3,14,1568599.9647329217
43096,4,2020-11-21,l2,26,1766888.145283434
130987,4,2020-11-21,l3,13,1572018.7534636052
43386,4,2020-11-21,l2,16,1471570.8789848515
130784,4,2020-11-21,l3,20,1699853.3077574477
131306,4,2020-11-21,l3,2,1514640.7466859275
130929,4,2020-11-21,l3,15,1568758.5067553436
130842,4,2020-11-21,l3,18,1644043.7236185938
130871,4,2020-11-21,l3,17,1597690.625386352
130900,4,2020-11-21,l3,16,1577995.9142636866
130813,4,2020-11-21,l3,19,1689336.0032861647
43009,4,2020-11-21,l2,29,1566251.009915781
43415,4,2020-11-21,l2,15,1483398.9950026958
43502,4,2020-11-21,l2,12,1447681.436777783
43531,4,2020-11-21,l2,11,1438772.0893835225
43589,4,2020-11-21,l2,9,1435226.019277125
130697,4,2020-11-21,l3,23,1721029.472138425
43560,4,2020-11-21,l2,10,1435461.8382126216
43444,4,2020-11-21,l2,14,1484139.5491128822
